entity_type,id,name,parent_tm,status,changed_fields
Bara,3780,TR-3,SEYHAN HES,unchanged,
Bara,3782,154 B-1,ÇİVRİL,unchanged,
Bara,3783,TR-B,CİZRE,unchanged,
Bara,3784,154 B-T,ÇİVRİL,unchanged,
Bara,3785,154 B-1,ALİAĞA OSB,unchanged,
Bara,3786,TR-A-B,ÇİVRİL,unchanged,
Bara,3787,154 B-2,ALİAĞA OSB,unchanged,
Bara,3788,TR-A,ALİAĞA OSB,unchanged,
Bara,3789,154 B-1,ARPA HES,unchanged,
Bara,3790,400 B-1,IŞIKLAR,unchanged,
Bara,3791,154 B-1,DARAN HAVZA,unchanged,
Bara,3792,154 B-1,ÇİMKO,unchanged,
Bara,3793,154 B-1A,IŞIKLAR,unchanged,
Bara,3795,154 B-1B,IŞIKLAR,unchanged,
Bara,3797,TR-A,IŞIKLAR,unchanged,
Bara,3798,TR-1,ÇİMKO,unchanged,
Bara,3799,TR-B,IŞIKLAR,unchanged,
Bara,3800,TR-2,ÇİMKO,unchanged,
Bara,3802,TR-3,ÇİMKO,unchanged,
Bara,3803,TR-C,IŞIKLAR,unchanged,
Bara,3804,TR-4,ÇİMKO,unchanged,
Bara,3805,154 B-2,GÖRÜKLE,unchanged,
Bara,3806,400 B-1,UZUNDERE,unchanged,
Bara,3807,154 B-1,YAZGÜNEŞİ,unchanged,
Bara,3808,154 B-1,UZUNDERE,unchanged,
Bara,3809,154 B-2,UZUNDERE,unchanged,
Bara,3810,154 B-1,KARAHAN,unchanged,
Bara,3811,TR-A,UZUNDERE,unchanged,
Bara,3812,TR-A,YAZGÜNEŞİ,unchanged,
Bara,3813,TR-B,GÖRÜKLE,unchanged,
Bara,3814,154 B-1,ALAÇATI,unchanged,
Bara,3815,TR-B,KARAHAN,unchanged,
Bara,3816,154 B-1,AKÇALAR,unchanged,
Bara,3817,TR-A,ALAÇATI,unchanged,
Bara,3818,TR-C,KARAHAN,unchanged,
Bara,3819,TR-A,AKÇALAR,unchanged,
Bara,3820,400 B-1,ELGÜN,unchanged,
Bara,3821,154 B-1,DEMİRTAŞ,unchanged,
Bara,3822,154 B-1,ÇÖLLOLAR,unchanged,
Bara,3823,154 B-1,ALÇUK,unchanged,
Bara,3824,154 B-2,DEMİRTAŞ,unchanged,
Bara,3825,TR-A,ÇÖLLOLAR,unchanged,
Bara,3826,154 B-1,YÜREĞİR,unchanged,
Bara,3827,TR-A,DEMİRTAŞ,unchanged,
Bara,3828,TR-A,ALÇUK,unchanged,
Bara,3829,TR-B,DEMİRTAŞ,unchanged,
Bara,3831,400 B-1,MORSAN,unchanged,
Bara,3833,154 B-2,YÜREĞİR,unchanged,
Bara,3834,TR-C,DEMİRTAŞ,unchanged,
Bara,3835,154 B-1A,VAN1,unchanged,
Bara,3837,TR-1,YÜREĞİR,unchanged,
Bara,3839,154 B-1,MORSAN,unchanged,
Bara,3841,154 B-1,DENİZLİ2,unchanged,
Bara,3842,TR-2,YÜREĞİR,unchanged,
Bara,3844,TR-A,MORSAN,unchanged,
Bara,3845,154 B-1,DARENDE,unchanged,
Bara,3846,TR-A,GEBZE OSB,unchanged,
Bara,3847,154 B-1,ALMAK VEYSİ AKYÜZ,unchanged,
Bara,3848,TR-B,GEBZE OSB,unchanged,
Bara,3849,TR-A,DARENDE,unchanged,
Bara,3850,154 B-1,ELGÜN,unchanged,
Bara,3851,154 B-1,ZEYTİNLİ,unchanged,
Bara,3852,TR-A,ELGÜN,unchanged,
Bara,3853,TR-C,GEBZE OSB,unchanged,
Bara,3854,TR-B,ELGÜN,unchanged,
Bara,3855,TR-B,ZEYTİNLİ,unchanged,
Bara,3856,TR-A,DENİZLİ2,unchanged,
Bara,3857,154 B-1,YENİŞEHİR,unchanged,
Bara,3858,TR-B,DENİZLİ2,unchanged,
Bara,3859,154 B-1,KURTKÖY,unchanged,
Bara,3860,TR-A,YENİŞEHİR,unchanged,
Bara,3861,TR-A,ALMAK VEYSİ AKYÜZ,unchanged,
Bara,3862,154 B-1,VİRANŞEHİR,unchanged,
Bara,3863,TR-B,YENİŞEHİR,unchanged,
Bara,3864,TR-A,KURTKÖY,unchanged,
Bara,3865,TR-A,VİRANŞEHİR,unchanged,
Bara,3866,154 B-1,ASLANLAR,unchanged,
Bara,3867,TR-B,VİRANŞEHİR,unchanged,
Bara,3868,154 B-1,İNEGÖL,unchanged,
Bara,3869,TR-A,İNEGÖL,unchanged,
Bara,3870,TR-B,KURTKÖY,unchanged,
Bara,3871,TR-A,ASLANLAR,unchanged,
Bara,3872,TR-C,VİRANŞEHİR,unchanged,
Bara,3873,TR-B,İNEGÖL,unchanged,
Bara,3874,TR-B,ASLANLAR,unchanged,
Bara,3876,TR-D,VİRANŞEHİR,unchanged,
Bara,3879,154 B-1,BORNOVA BÜLENT KUAS,unchanged,
Bara,3880,154 B-1,UZUNÇAYIR HES,unchanged,
Bara,3882,TR-C,İNEGÖL,unchanged,
Bara,3883,TR-B,BORNOVA BÜLENT KUAS,unchanged,
Bara,3884,154 B-1,ULUDERE,unchanged,
Bara,3885,154 B-1,DUDULLU,unchanged,
Bara,3887,154 B-1,PAŞALAR,unchanged,
Bara,3888,TR-A,BORNOVA BÜLENT KUAS,unchanged,
Bara,3889,154 B-T,PAŞALAR,unchanged,
Bara,3890,154 B-T,DUDULLU,unchanged,
Bara,3892,TR-A,PAŞALAR,unchanged,
Bara,3893,154 B-1,DENİZLİ3,unchanged,
Bara,3894,TR-B,PAŞALAR,unchanged,
Bara,3895,TR-A,DUDULLU,unchanged,
Bara,3900,154 B-1,BİLORSA,unchanged,
Bara,3901,154 B-1A,BOSTANLI GİS,unchanged,
Bara,3902,154 B-2,DENİZLİ3,unchanged,
Bara,3903,TR-C,DUDULLU,unchanged,
Bara,3904,TR-A,BİLORSA,unchanged,
Bara,3905,154 B-1A,DİCLE HES,unchanged,
Bara,3906,TR-B,BİLORSA,unchanged,
Bara,3907,TR-1,BOSTANLI GİS,unchanged,
Bara,3908,154 B-1,TUNCELİ,unchanged,
Bara,3909,154 B-1,EĞİRDİR YUSUF ÖZDEMİR,unchanged,
Bara,3910,TR-D,DUDULLU,unchanged,
Bara,3911,TR-A,DENİZLİ3,unchanged,
Bara,3912,154 B-T,EĞİRDİR YUSUF ÖZDEMİR,unchanged,
Bara,3913,TR-B,DENİZLİ3,unchanged,
Bara,3914,154 B-1,DİKMEN1,unchanged,
Bara,3915,154 B-1,SÖĞÜT,unchanged,
Bara,3916,400 B-1,İZMİR DGKÇS,unchanged,
Bara,3917,TR-A,DİKMEN1,unchanged,
Bara,3918,TR-A,SÖĞÜT,unchanged,
Bara,3920,TR-A,TUNCELİ,unchanged,
Bara,3921,TR-A-B,EĞİRDİR YUSUF ÖZDEMİR,unchanged,
Bara,3922,TR-B,DİKMEN1,unchanged,
Bara,3923,TR-B,TUNCELİ,unchanged,
Bara,3924,TR-C,DİKMEN1,unchanged,
Bara,3925,400 B-1,DENİZLİ4,unchanged,
Bara,3926,154 B-1,DENİZLİ4,unchanged,
Bara,3927,154 B-1,EMİRDAĞ,unchanged,
Bara,3928,154 B-2,DENİZLİ4,unchanged,
Bara,3929,154 B-1,BOZYAKA,unchanged,
Bara,3930,36 B-1,EMİRDAĞ,unchanged,
Bara,3931,TR-3,DENİZLİ4,unchanged,
Bara,3932,TR-A,BOZYAKA,unchanged,
Bara,3933,TR-4,DENİZLİ4,unchanged,
Bara,3934,154 B-T,EMİRDAĞ,unchanged,
Bara,3935,154 B-1,DİYARBAKIR1,unchanged,
Bara,3937,154 B-1,DENİZLİ ÇİMENTO,unchanged,
Bara,3938,TR-C,BOZYAKA,unchanged,
Bara,3939,TR-A,DİYARBAKIR1,unchanged,
Bara,3940,400 B-1,ERMENEK HES,unchanged,
Bara,3942,154 B-1,BUCA,unchanged,
Bara,3943,TR-A,DENİZLİ ÇİMENTO,unchanged,
Bara,3944,154 B-2,BUCA,unchanged,
Bara,3945,154 B-1,DİYARBAKIR2,unchanged,
Bara,3946,TR-B,DENİZLİ ÇİMENTO,unchanged,
Bara,3947,154 B-1,ALMUS HES,unchanged,
Bara,3950,TR-A,DİYARBAKIR2,unchanged,
Bara,3951,TR-C,BUCA,unchanged,
Bara,3952,TR-B,DİYARBAKIR2,unchanged,
Bara,3957,TR-A,BUCA,unchanged,
Bara,3958,400 B-1,DİYARBAKIR3,unchanged,
Bara,3959,154 B-1,FERROKROM ANTALYA,unchanged,
Bara,3960,154 B-1,DİNAR,unchanged,
Bara,3961,154 B-1,DİYARBAKIR3,unchanged,
Bara,3962,154 B-T,FERROKROM ANTALYA,unchanged,
Bara,3965,154 B-2,DİYARBAKIR3,unchanged,
Bara,3966,154 B-1,BOZÜYÜK,unchanged,
Bara,3967,154 B-1,TATARHÖYÜK,unchanged,
Bara,3969,TR-A,DİYARBAKIR3,unchanged,
Bara,3970,TR-A,BOZÜYÜK,unchanged,
Bara,3971,154 B-1,ALBAY ÇİĞİLTEPE RES,unchanged,
Bara,3972,TR-B,TATARHÖYÜK,unchanged,
Bara,3973,154 B-1,YARIMCA1,unchanged,
Bara,3974,TR-B,BOZÜYÜK,unchanged,
Bara,3975,TR-B,DİYARBAKIR3,unchanged,
Bara,3976,TR-A,YARIMCA1,unchanged,
Bara,3978,TR-1,ALBAY ÇİĞİLTEPE RES,unchanged,
Bara,3979,154 B-1,EBSO,unchanged,
Bara,3980,154 B-1,ŞIRNAK,unchanged,
Bara,3981,TR-B,YARIMCA1,unchanged,
Bara,3982,TR-A,FERROKROM ANTALYA,unchanged,
Bara,3983,TR-A,EBSO,unchanged,
Bara,3984,154 B-1,GAZİPAŞA,unchanged,
Bara,3987,TR-5,DİYARBAKIR3,unchanged,
Bara,3988,TR-B,FERROKROM ANTALYA,unchanged,
Bara,3989,TR-C,EBSO,unchanged,
Bara,3990,TR-A,GAZİPAŞA,unchanged,
Bara,3991,154 B-1,ESKİŞEHİR2,unchanged,
Bara,3992,154 B-1,ŞİLE,unchanged,
Bara,3996,TR-A,ŞİLE,unchanged,
Bara,3997,TR-A,ESKİŞEHİR2,unchanged,
Bara,3998,154 B-1,FİNİKE,unchanged,
Bara,3999,154 B-1,DİYARBAKIR4,unchanged,
Bara,4000,TR-B,ESKİŞEHİR2,unchanged,
Bara,4001,154 B-1,GÜZELYALI GİS,unchanged,
Bara,4002,154 B-1,KÖKLÜCE HES,unchanged,
Bara,4003,TR-A,DİYARBAKIR4,unchanged,
Bara,4004,154 B-1A,İZMİT,unchanged,
Bara,4005,154 B-T,FİNİKE,unchanged,
Bara,4006,TR-B,DİYARBAKIR4,unchanged,
Bara,4007,154 B-1,TOKAT OSB,unchanged,
Bara,4008,154 B-2,GÜZELYALI GİS,unchanged,
Bara,4009,TR-C,ESKİŞEHİR2,unchanged,
Bara,4010,154 B-1B,İZMİT,unchanged,
Bara,4011,154 B-1,ESKİŞEHİR3,unchanged,
Bara,4012,154 B-2,ESKİŞEHİR3,unchanged,
Bara,4013,TR-A,İZMİT,unchanged,
Bara,4014,TR-B,ŞIRNAK,unchanged,
Bara,4015,TR-1,FİNİKE,unchanged,
Bara,4016,TR-A,ESKİŞEHİR3,unchanged,
Bara,4017,TR-B,İZMİT,unchanged,
Bara,4018,TR-B,ESKİŞEHİR3,unchanged,
Bara,4019,TR-1,GÜZELYALI GİS,unchanged,
Bara,4020,154 B-1,DOĞANKÖY,unchanged,
Bara,4021,154 B-1,GÖLTAŞ ÇİMENTO,unchanged,
Bara,4022,TR-2,FİNİKE,unchanged,
Bara,4023,154 B-1,ÇİFTELER,unchanged,
Bara,4024,154 B-1,ENERJİSA KÖSEKÖY,unchanged,
Bara,4025,TR-2,GÜZELYALI GİS,unchanged,
Bara,4026,TR-A,ÇİFTELER,unchanged,
Bara,4027,TR-A,DOĞANKÖY,unchanged,
Bara,4028,TR-A,ENERJİSA KÖSEKÖY,unchanged,
Bara,4030,TR-1,GÖLTAŞ ÇİMENTO,unchanged,
Bara,4033,154 B-1,ILGIN,unchanged,
Bara,4034,154 B-1,KÖSEKÖY,unchanged,
Bara,4035,154 B-1,SİMAV,unchanged,
Bara,4036,154 B-1,ÇÖÇELLİ,unchanged,
Bara,4037,TR-A,KÖSEKÖY,unchanged,
Bara,4038,154 B-2,SİMAV,unchanged,
Bara,4039,TR-A,ÇÖÇELLİ,unchanged,
Bara,4040,154 B-T,ILGIN,unchanged,
Bara,4042,TR-A,SİMAV,unchanged,
Bara,4043,TR-B,KÖSEKÖY,unchanged,
Bara,4044,TR-B,SİMAV,unchanged,
Bara,4046,154 B-1,ELAZIĞ,unchanged,
Bara,4047,TR-C,KÖSEKÖY,unchanged,
Bara,4049,154 B-1,KIZILDERE1 JES,unchanged,
Bara,4050,TR-A,ELAZIĞ,unchanged,
Bara,4051,154 B-1,GEDİZ,unchanged,
Bara,4052,154 B-1,HEREKE,unchanged,
Bara,4053,TR-A,ILGIN,unchanged,
Bara,4054,TR-B,ELAZIĞ,unchanged,
Bara,4055,TR-A-B,GEDİZ,unchanged,
Bara,4056,154 B-1,HABAŞ DGKÇS,unchanged,
Bara,4057,TR-A,HEREKE,unchanged,
Bara,4058,154 B-1,KÜTAHYA,removed-from-source,
Bara,4059,154 B-2,HABAŞ DGKÇS,unchanged,
Bara,4060,TR-A-B,KÜTAHYA,removed-from-source,
Bara,4061,TR-B,HEREKE,unchanged,
Bara,4062,154 B-1,HANKENDİ,unchanged,
Bara,4063,TR-1,HABAŞ DGKÇS,unchanged,
Bara,4064,TR-A,HANKENDİ,unchanged,
Bara,4065,154 B-1,ISPARTA,unchanged,
Bara,4066,TR-2,HABAŞ DGKÇS,unchanged,
Bara,4067,TR-3,HABAŞ DGKÇS,unchanged,
Bara,4069,154 B-2,ISPARTA,unchanged,
Bara,4070,TR-4,HABAŞ DGKÇS,unchanged,
Bara,4071,154 B-1,KARACAÖREN 1 HES,unchanged,
Bara,4072,154 B-1,KARACAÖREN 2 HES,unchanged,
Bara,4073,154 B-1,EREGE METAL,unchanged,
Bara,4074,TR-A,ALMUS HES,unchanged,
Bara,4075,154 B-1,NUH ÇİMENTO,unchanged,
Bara,4076,TR-A,ISPARTA,unchanged,
Bara,4077,TR-A,EREGE METAL,unchanged,
Bara,4078,154 B-2,NUH ÇİMENTO,unchanged,
Bara,4079,TR-B,EREGE METAL,unchanged,
Bara,4080,TR-B,ISPARTA,unchanged,
Bara,4081,TR-C,NUH ÇİMENTO,unchanged,
Bara,4082,154 B-1,ALTINTAŞ,unchanged,
Bara,4083,154 B-1,KAŞ,unchanged,
Bara,4084,TR-A-B,ALTINTAŞ,unchanged,
Bara,4085,TR-D,NUH ÇİMENTO,unchanged,
Bara,4086,TR-A,KAŞ,unchanged,
Bara,4087,154 B-1,LARA,unchanged,
Bara,4088,154 B-1A,HATAY GİS,unchanged,
Bara,4089,154 B-2,LARA,unchanged,
Bara,4090,TR-B,KAŞ,unchanged,
Bara,4091,154 B-1,ENTEK KÖSEKÖY,unchanged,
Bara,4093,TR-1,HATAY GİS,unchanged,
Bara,4095,154 B-2,ENTEK KÖSEKÖY,unchanged,
Bara,4097,TR-2,HATAY GİS,unchanged,
Bara,4098,TR-B,ENTEK KÖSEKÖY,unchanged,
Bara,4099,TR-A,LARA,unchanged,
Bara,4100,154 B-1,KIZILDÜZ HES ŞAHMALLAR HES,unchanged,
Bara,4101,TR-C,ENTEK KÖSEKÖY,unchanged,
Bara,4102,TR-B,LARA,unchanged,
Bara,4103,400 B-1A,ELBİSTAN TES,unchanged,
Bara,4105,154 B-1,KEÇİBORLU,unchanged,
Bara,4106,154 B-1,KIRKA SALİH GÜNGÖR,unchanged,
Bara,4107,154 B-1,ELBİSTAN TES,unchanged,
Bara,4108,154 B-1,HENDEK,unchanged,
Bara,4109,154 B-1A,HİLAL,unchanged,
Bara,4110,TR-A,KIRKA SALİH GÜNGÖR,unchanged,
Bara,4111,TR-A,HENDEK,unchanged,
Bara,4112,OAV-1,ELBİSTAN TES,unchanged,
Bara,4115,154 B-2A,HİLAL,unchanged,
Bara,4116,154 B-1,YARIMCA2,unchanged,
Bara,4119,154 B-1,MAHMUTLAR,unchanged,
Bara,4120,OAV-2,ELBİSTAN TES,unchanged,
Bara,4121,154 B-1B,HİLAL,unchanged,
Bara,4122,TR-A,YARIMCA2,unchanged,
Bara,4123,154 B-2,MAHMUTLAR,unchanged,
Bara,4125,TR-A,HİLAL,unchanged,
Bara,4126,154 B-1,EMET,unchanged,
Bara,4127,400 B-1,ÇOBANBEYLİ,unchanged,
Bara,4128,TR-1,HİLAL,unchanged,
Bara,4129,TR-A,MAHMUTLAR,unchanged,
Bara,4130,TR-A,EMET,unchanged,
Bara,4131,TR-2,HİLAL,unchanged,
Bara,4132,154 B-1,ELBİSTAN-B TES 154,unchanged,
Bara,4133,154 B-1,MANAVGAT,unchanged,
Bara,4135,154 B-T,MANAVGAT,unchanged,
Bara,4137,BCT-1-2,ELBİSTAN-B TES 154,unchanged,
Bara,4139,BCT-3-4,ELBİSTAN-B TES 154,unchanged,
Bara,4140,154 B-1A,ILICA GİS,unchanged,
Bara,4141,TR-A,MANAVGAT,unchanged,
Bara,4145,TR-1,ILICA GİS,unchanged,
Bara,4146,TR-B,MANAVGAT,unchanged,
Bara,4147,TR-2,ILICA GİS,unchanged,
Bara,4148,BCT-1-4,ELBİSTAN-B TES 154,unchanged,
Bara,4149,154 B-1,KARACABEY,unchanged,
Bara,4150,154 B-1,ŞANLIURFA OSB,unchanged,
Bara,4151,154 B-2,KARACABEY,unchanged,
Bara,4152,TR-A,KARACABEY,unchanged,
Bara,4153,TR-A,ŞANLIURFA OSB,unchanged,
Bara,4154,TR-B,KARACABEY,unchanged,
Bara,4155,154 B-1,KARŞIYAKA GİS,unchanged,
Bara,4156,154 B-1,MANAVGAT HES,unchanged,
Bara,4158,TR-B,ŞANLIURFA OSB,unchanged,
Bara,4159,154 B-2,KARŞIYAKA GİS,unchanged,
Bara,4160,154 B-T,MANAVGAT HES,unchanged,
Bara,4161,154 B-1,ULUABAT HES,unchanged,
Bara,4162,154 B-2,ULUABAT HES,unchanged,
Bara,4163,154 B-1,SAKARYA,unchanged,
Bara,4164,TR-1,KARŞIYAKA GİS,unchanged,
Bara,4165,154 B-2,SAKARYA,unchanged,
Bara,4166,TR-2,KARŞIYAKA GİS,unchanged,
Bara,4167,154 B-1,BANDIRMA RES,unchanged,
Bara,4168,TR-3,MANAVGAT HES,unchanged,
Bara,4169,154 B-1,ERGANİ ÇİMENTO,unchanged,
Bara,4171,TR-A,ERGANİ ÇİMENTO,unchanged,
Bara,4172,154 B-1,İSKENDERUN2,unchanged,
Bara,4173,154 B-1,ETİ GÜMÜŞ,unchanged,
Bara,4174,154 B-1,KARABAĞLAR,unchanged,
Bara,4175,TR-A,ETİ GÜMÜŞ,unchanged,
Bara,4176,TR-B,ERGANİ ÇİMENTO,unchanged,
Bara,4177,TR-A,SAKARYA,unchanged,
Bara,4178,154 B-1,MANCARLIK GİS,unchanged,
Bara,4179,154 B-2,KARABAĞLAR,unchanged,
Bara,4180,TR-B,SAKARYA,unchanged,
Bara,4181,154 B-2,MANCARLIK GİS,unchanged,
Bara,4182,TR-A,KARABAĞLAR,unchanged,
Bara,4184,TR-A,MANCARLIK GİS,unchanged,
Bara,4185,154 B-1,ETİFOSFAT,unchanged,
Bara,4186,TR-B,KARABAĞLAR,unchanged,
Bara,4187,TR-B,MANCARLIK GİS,unchanged,
Bara,4188,TR-A,ETİFOSFAT,unchanged,
Bara,4189,154 B-1,KEMALPAŞA,unchanged,
Bara,4190,TR-B,ETİFOSFAT,unchanged,
Bara,4191,154 B-2,KEMALPAŞA,unchanged,
Bara,4192,TR-A,KEMALPAŞA,unchanged,
Bara,4193,TR-B,KEMALPAŞA,unchanged,
Bara,4194,154 B-1,FERROKROM ELAZIĞ,unchanged,
Bara,4197,TR-A,FERROKROM ELAZIĞ,unchanged,
Bara,4201,154 B-1,KAYNARCA,unchanged,
Bara,4202,154 B-1,PETKİM DGKÇS,unchanged,
Bara,4203,154 B-2,PETKİM DGKÇS,unchanged,
Bara,4204,TR-A,KAYNARCA,unchanged,
Bara,4205,154 B-1,METRİSTEPE RES,unchanged,
Bara,4206,TR-21,PETKİM DGKÇS,unchanged,
Bara,4207,154 B-1,KUZULUK,unchanged,
Bara,4208,154 B-1,FEVZİPAŞA,unchanged,
Bara,4209,TR-A,FEVZİPAŞA,unchanged,
Bara,4210,154 B-1A,PİYALE GİS,unchanged,
Bara,4211,TR-A,KUZULUK,unchanged,
Bara,4212,TR-C,PİYALE GİS,unchanged,
Bara,4213,TR-B,PİYALE GİS,unchanged,
Bara,4214,TR-A,İSKENDERUN2,unchanged,
Bara,4215,154 B-1,TAHTALI,unchanged,
Bara,4216,154 B-2,TAHTALI,unchanged,
Bara,4217,TR-B,KUZULUK,unchanged,
Bara,4218,154 B-1,GAZİANTEP,unchanged,
Bara,4219,TR-A,TAHTALI,unchanged,
Bara,4220,TR-C,İSKENDERUN2,unchanged,
Bara,4221,154 B-1,MUDURNU,unchanged,
Bara,4222,TR-B,GAZİANTEP,unchanged,
Bara,4223,154 B-1,ÜNİVERSİTE,unchanged,
Bara,4224,TR-A,GAZİANTEP,unchanged,
Bara,4225,154 B-2,ÜNİVERSİTE,unchanged,
Bara,4226,TR-A,ÜNİVERSİTE,unchanged,
Bara,4227,154 B-1,İSKENDERUN3,unchanged,
Bara,4228,400 B-1,BAŞPINAR OSB,unchanged,
Bara,4229,TR-D,ÜNİVERSİTE,unchanged,
Bara,4230,154 B-1,BAŞPINAR OSB,unchanged,
Bara,4231,TR-A,MUDURNU,unchanged,
Bara,4232,154 B-1,ULUCAK,unchanged,
Bara,4233,154 B-2,BAŞPINAR OSB,unchanged,
Bara,4234,TR-B,ULUCAK,unchanged,
Bara,4235,TR-A,BAŞPINAR OSB,unchanged,
Bara,4236,TR-A,İSKENDERUN3,unchanged,
Bara,4237,154 B-1,PS3,unchanged,
Bara,4238,TR-B,BAŞPINAR OSB,unchanged,
Bara,4239,TR-C,PS3,unchanged,
Bara,4240,TR-C,BAŞPINAR OSB,unchanged,
Bara,4241,TR-A,PS3,unchanged,
Bara,4242,TR-5,BAŞPINAR OSB,unchanged,
Bara,4243,TR-B,PS3,unchanged,
Bara,4244,TR-7,BAŞPINAR OSB,unchanged,
Bara,4245,154 B-1,PS3/A,unchanged,
Bara,4246,154 B-1,İBRAHİMLİ,unchanged,
Bara,4247,TR-C,PS3/A,unchanged,
Bara,4248,TR-A,İBRAHİMLİ,unchanged,
Bara,4249,TR-A,PS3/A,unchanged,
Bara,4250,TR-B,İBRAHİMLİ,unchanged,
Bara,4251,TR-B,PS3/A,unchanged,
Bara,4252,154 B-1,YEŞİLVADİ,unchanged,
Bara,4253,154 B-2,YEŞİLVADİ,unchanged,
Bara,4254,154 B-1,SİİRT1,unchanged,
Bara,4255,TR-B,YEŞİLVADİ,unchanged,
Bara,4256,TR-A,SİİRT1,unchanged,
Bara,4257,TR-B,SİİRT1,unchanged,
Bara,4258,TR-A,YEŞİLVADİ,unchanged,
Bara,4259,400 B-1,BEYKENT OSB,unchanged,
Bara,4260,400 B-1,KIZILTEPE SERKAN AY,updated,Trafo Merkezi
Bara,4261,TR-1,BEYKENT OSB,unchanged,
Bara,4262,154 B-1A,KIZILTEPE SERKAN AY,updated,Trafo Merkezi
Bara,4263,TR-A,KIZILTEPE SERKAN AY,updated,Trafo Merkezi
Bara,4264,TR-B,KIZILTEPE SERKAN AY,updated,Trafo Merkezi
Bara,4266,TR-5,KIZILTEPE SERKAN AY,updated,Trafo Merkezi
Bara,4268,TR-6,KIZILTEPE SERKAN AY,updated,Trafo Merkezi
Bara,4269,154 B-1,GÖKSUN,unchanged,
Bara,4270,TR-A,GÖKSUN,unchanged,
Bara,4271,154 B-1,HACININOĞLU HES,unchanged,
Bara,4272,154 B-1,KULP1 HES,unchanged,
Bara,4273,TR-2,KULP1 HES,unchanged,
Bara,4274,154 B-1,HASAN ÇELEBİ,unchanged,
Bara,4275,TR,HASAN ÇELEBİ,unchanged,
Bara,4276,154 B-1,MURAT HES,unchanged,
Bara,4277,TR-1,MURAT HES,unchanged,
Bara,4278,154 B-1,HAZAR1,unchanged,
Bara,4279,TR,HAZAR1,unchanged,
Bara,4280,154 B-1,HAZAR2,unchanged,
Bara,4281,154 B-1,MERCAN HES,unchanged,
Bara,4282,TR,MERCAN HES,unchanged,
Bara,4284,154 B-1,MENZELET HES,unchanged,
Bara,4285,400 B-1,OYMAPINAR,unchanged,
Bara,4286,154 B-1,OYMAPINAR,unchanged,
Bara,4287,154 B-T,OYMAPINAR,unchanged,
Bara,4288,TR-A,OYMAPINAR,unchanged,
Bara,4289,400 B-1,RWE DENİZLİ DGKÇS,unchanged,
Bara,4290,154 B-1,ŞARKİKARAAĞAÇ,unchanged,
Bara,4291,TR-A-B,ŞARKİKARAAĞAÇ,unchanged,
Bara,4292,154 B-1,SANDIKLI,unchanged,
Bara,4293,154 B-T,SANDIKLI,unchanged,
Bara,4294,154 B-1,URLA1,unchanged,
Bara,4295,TR-1-2,SANDIKLI,unchanged,
Bara,4296,TR-A,URLA1,unchanged,
Bara,4298,154 B-1,FORD,unchanged,
Bara,4300,154 B-1,VİKİNG,unchanged,
Bara,4302,154 B-2,FORD,unchanged,
Bara,4303,154 B-1,KEMER ANTALYA,unchanged,
Bara,4304,TR-1,VİKİNG,unchanged,
Bara,4305,TR-A,FORD,unchanged,
Bara,4307,TR-B,FORD,unchanged,
Bara,4308,154 B-1,SERİK,unchanged,
Bara,4310,154 B-1,MARE RES,unchanged,
Bara,4311,154 B-T,SERİK,unchanged,
Bara,4312,154 B-1,KARAMÜRSEL,removed-from-source,
Bara,4313,154 B-1,KEPEZ 1 HES,unchanged,
Bara,4314,154 B-2,MARE RES,unchanged,
Bara,4315,TR-A,SERİK,unchanged,
Bara,4316,TR-A,KARAMÜRSEL,removed-from-source,
Bara,4317,TR-1,MARE RES,unchanged,
Bara,4318,TR-B,SERİK,unchanged,
Bara,4319,TR-B,KARAMÜRSEL,removed-from-source,
Bara,4320,154 B-1,ŞEMİKLER GİS,unchanged,
Bara,4321,154 B-1,YALOVA,unchanged,
Bara,4322,154 B-2,ŞEMİKLER GİS,unchanged,
Bara,4324,TR-A,YALOVA,unchanged,
Bara,4325,TR-B,İSKENDERUN3,unchanged,
Bara,4327,154 B-1,PAMUKOVA,unchanged,
Bara,4329,TR-1,ŞEMİKLER GİS,unchanged,
Bara,4330,154 B-2,PAMUKOVA,unchanged,
Bara,4333,154 B-1,KULEÖNÜ,unchanged,
Bara,4334,TR-3,ŞEMİKLER GİS,unchanged,
Bara,4336,TR-A,PAMUKOVA,unchanged,
Bara,4337,400 B-1,ALTINKAYA HES,unchanged,
Bara,4338,TR-4,ŞEMİKLER GİS,unchanged,
Bara,4340,154 B-1,TOYOTASA,unchanged,
Bara,4341,400 B-2,ALTINKAYA HES,unchanged,
Bara,4342,154 B-1,KADİRLİ,unchanged,
Bara,4343,154 B-1,KUNDU,unchanged,
Bara,4344,TR-A,TOYOTASA,unchanged,
Bara,4346,TR-A,KADİRLİ,unchanged,
Bara,4349,TR-A,KUNDU,unchanged,
Bara,4350,TR-B,TOYOTASA,unchanged,
Bara,4351,154 B-1,KOZAN,unchanged,
Bara,4353,154 B-1,İSAKÖY,unchanged,
Bara,4355,TR-A,KOZAN,unchanged,
Bara,4356,154 B-2,İSAKÖY,unchanged,
Bara,4357,154 B-1,YUNTDAĞI RES,unchanged,
Bara,4358,154 B-1,MİSİS,unchanged,
Bara,4360,TR-A,İSAKÖY,unchanged,
Bara,4362,TR-A,MİSİS,unchanged,
Bara,4363,TR-B,İSAKÖY,unchanged,
